refdes,pin,voltage,current,rpin
VCOMP0,VCOMP0-0,47.9824,8.8,0
VCOMP0,VCOMP0-1,47.9824,8.8,0
VCOMP0,VCOMP0-2,0,-8.8,0
VCOMP0,VCOMP0-3,0,-8.8,0
VCOMP1,VCOMP1-0,47.9725,-8.80003,0.0113636
VCOMP1,VCOMP1-1,0.0184327,8.80003,0.0113636
VCOMP2,VCOMP2-0,47.966,-8.80003,0.0113636
VCOMP2,VCOMP2-1,0.020147,8.80003,0.0113636
