refdes,pin,voltage,current
J1,pdna_pin_1_1,47.9824,8.8
J1,pdna_pin_1_2,47.9824,8.8
J1,pdna_pin_2_1,0.0,-8.8
J1,pdna_pin_2_2,0.0,-8.8
Q1,2,47.9725,-8.80003
Q3,3,0.0184327,8.80003
Q5,2,47.966,-8.80003
Q7,3,0.020147,8.80003
