vrefdes,vpin,refdes,pin
VCOMP0,0,C19,2
VCOMP0,1,C19,1
VCOMP1,0,J2,pdna_pin_1_1
VCOMP1,1,J2,pdna_pin_1_2
VCOMP1,2,J2,pdna_pin_2_1
VCOMP1,3,J2,pdna_pin_2_2
