refdes,pin,voltage,current,rpin
VCOMP0,VCOMP0-0,23.9851,14.9053,0
VCOMP0,VCOMP0-1,0,-14.9053,0
VCOMP2,VCOMP2-0,23.9842,15.0947,0
VCOMP2,VCOMP2-1,-0.000732378,-15.0947,0
VCOMP1,VCOMP1-0,23.9761,-14.9546,0.00666667
VCOMP1,VCOMP1-1,23.9767,-15.0454,0.00666667
VCOMP1,VCOMP1-2,0.0227467,15.1369,0.00666667
VCOMP1,VCOMP1-3,0.0245716,14.8631,0.00666667
