refdes,pin,voltage,current
F1,2,11.993,7.0
GND,1,0.0,-7.0
U1,4,11.9811,-2.32023
U1,5,11.9811,-2.32022
U1,12,11.983,-2.35955
U1,1,0.0052629,1.74419
U1,8,0.00609111,1.72728
U1,16,0.00496283,1.75032
U1,9,0.00359691,1.77821
