refdes,pin,voltage,current
C28,1,16.996,4.0
C28,2,0.0,-4.0
J13,1,16.9775,-4.0
J13,2,0.00384531,4.0
U15,3,16.9893,-4.0
U15,5,16.9893,0.190048
U15,1,16.9893,3.80995
