refdes,pin,voltage,current
F1,2,11.993,7.0
GND,1,0.0,-7.0
U1,4,11.9808,-2.32052
U1,5,11.9808,-2.32006
U1,12,11.9827,-2.35941
U1,1,0.00871192,1.70772
U1,8,0.00828416,1.71645
U1,16,0.00736252,1.73527
U1,9,0.00220542,1.84056
