refdes,pin,voltage,current,rpin
VCOMP0,VCOMP0-0,16.996,4,0
VCOMP0,VCOMP0-1,0,-4,0
VCOMP1,VCOMP1-0,16.9775,-4,0.025
VCOMP1,VCOMP1-1,0.00384531,4,0.025
VCOMP2,VCOMP2-0,16.9893,-4,6.66667e-07
VCOMP2,VCOMP2-1,16.9893,0.190048,6.66667e-07
VCOMP2,VCOMP2-2,16.9893,3.80995,6.66667e-07
