refdes,pin,voltage,current,rpin
VCOMP0,VCOMP0-0,11.998,2,0
VCOMP0,VCOMP0-1,0,-2,0
VCOMP1,VCOMP1-0,11.076,-2,0.05
VCOMP1,VCOMP1-1,0.00794549,2,0.05
